Employee ID,Employee Name,Department,Seller Rating (1–5),Avg Response Time (mins),Resolved Tickets,Unresolved Tickets,Customer Satisfaction Score (1–10),Shift,Attendance %,Sales Closed,Target Achievement %,Date
EMP00247,Hazel Buch,Sales,3.5,76.9,34,3,5.3,Night,95.8,15,60.78,2025-01-17
EMP00248,Rasha Gade,Sales,3.0,35.17,31,1,9.6,Night,74.22,16,80.57,2025-03-15
EMP00249,Bhamini Master,Logistics,1.9,31.29,28,5,3.3,Day,82.68,21,90.73,2024-12-14
EMP00250,Advika Tak,Sales,3.4,78.99,38,10,3.8,Day,80.21,12,98.73,2025-01-29
EMP00251,Zaina Swaminathan,Sales,3.6,29.61,35,8,7.9,Night,86.53,14,79.83,2025-04-11
EMP00252,Akarsh Rau,Logistics,4.7,28.75,33,3,1.7,Night,75.07,18,104.92,2025-03-04
EMP00253,Lakshay Bakshi,Customer Support,3.4,79.33,23,5,4.6,Day,79.49,16,65.16,2025-01-15
EMP00254,Hiran Bajwa,Logistics,4.4,79.85,25,8,6.1,Day,94.29,13,75.44,2025-04-06
EMP00255,Lavanya Sarkar,Sales,2.7,111.41,28,4,9.3,Night,74.74,17,58.23,2024-10-31
EMP00256,Saanvi Barman,Sales,3.1,107.06,39,2,7.2,Night,72.99,11,115.53,2025-03-16
EMP00257,Jayant Manda,Logistics,4.7,2.05,38,6,1.6,Day,90.27,24,100.72,2025-02-16
EMP00258,Vihaan Talwar,Customer Support,4.0,112.89,22,7,6.8,Day,85.71,22,98.27,2025-03-15
EMP00259,Dhanuk Khare,Customer Support,4.7,89.12,32,4,8.5,Day,92.68,17,117.1,2025-01-18
EMP00260,Suhana Char,Customer Support,1.6,57.48,25,4,2.5,Day,95.5,17,85.97,2025-03-02
EMP00261,Hazel Bora,Customer Support,1.8,21.59,40,5,6.9,Night,94.27,14,75.81,2025-04-17
EMP00262,Ahana  Chaudhuri,Logistics,2.2,78.24,31,4,7.3,Day,71.86,21,86.65,2024-11-07
EMP00263,Drishya Loke,Logistics,4.3,17.39,32,8,4.4,Night,87.69,14,64.99,2025-03-09
EMP00264,Jayant Tella,Sales,2.6,23.54,40,3,8.7,Day,90.18,12,104.53,2025-01-18
EMP00265,Kaira Vig,Sales,1.1,91.95,28,4,3.4,Day,89.33,18,110.14,2024-12-08
EMP00266,Adah Aggarwal,Customer Support,2.2,97.21,33,6,1.0,Night,95.09,16,108.31,2024-11-21
EMP00267,Ishita Kadakia,Customer Support,1.4,18.06,27,8,9.6,Night,89.83,12,93.49,2025-04-03
EMP00268,Nirvi Madan,Sales,4.0,89.38,26,4,6.4,Day,70.13,15,116.15,2024-12-23
EMP00269,Shlok Reddy,Customer Support,2.3,23.94,28,5,7.0,Night,98.98,16,115.57,2025-03-20
EMP00270,Kaira Bhatia,Logistics,3.7,65.24,27,9,8.5,Day,77.87,17,57.82,2024-11-03
EMP00271,Rohan Sood,Customer Support,2.5,109.33,23,6,3.4,Night,77.75,13,96.63,2025-01-31
EMP00272,Romil Chada,Customer Support,4.7,21.88,28,5,5.8,Day,91.63,17,93.47,2024-11-12
EMP00273,Shanaya Agarwal,Customer Support,2.0,44.11,26,5,8.7,Day,71.76,14,70.2,2024-11-05
EMP00274,Renee Bajaj,Logistics,3.3,87.7,22,3,9.0,Night,93.2,12,88.16,2025-01-06
EMP00275,Aarna Baral,Logistics,3.3,62.2,33,4,7.8,Night,73.83,11,114.19,2024-11-12
EMP00276,Saksham Gaba,Customer Support,3.4,21.5,29,6,4.7,Day,90.09,18,119.92,2024-11-28
EMP00277,Mamooty Dua,Sales,1.9,20.41,20,7,7.3,Night,90.62,17,74.76,2024-12-06
EMP00278,Heer Kari,Logistics,2.3,12.4,37,3,6.1,Night,94.31,13,106.91,2024-12-14
EMP00279,Prisha Chana,Customer Support,1.8,54.55,37,8,6.5,Night,82.23,23,58.17,2025-02-09
EMP00280,Vivaan Vala,Logistics,1.1,25.79,28,5,7.6,Day,72.4,16,63.22,2025-01-29
EMP00281,Samarth Sachdev,Customer Support,3.6,112.16,25,8,7.0,Day,92.51,14,117.1,2024-11-27
EMP00282,Jivin Vasa,Logistics,5.0,70.02,37,11,3.3,Day,79.13,17,63.99,2024-12-11
EMP00283,Pranay Dayal,Sales,3.8,29.02,29,6,4.9,Night,98.92,13,56.02,2025-04-08
EMP00284,Dhanush Atwal,Logistics,4.2,32.44,25,3,9.4,Day,78.29,14,82.52,2025-04-17
EMP00285,Ryan Sane,Customer Support,1.2,63.3,35,9,5.8,Night,77.46,8,68.15,2025-01-22
EMP00286,Rasha Bal,Sales,3.9,33.79,37,6,8.9,Night,83.62,20,59.31,2024-12-29
EMP00287,Shray Subramaniam,Customer Support,3.1,28.76,27,4,2.3,Night,77.22,16,64.36,2025-03-31
EMP00288,Devansh Raval,Customer Support,2.1,53.44,21,2,2.8,Night,98.88,19,117.97,2025-04-10
EMP00289,Seher Ben,Logistics,3.4,65.42,23,6,4.3,Night,75.51,16,76.31,2024-12-02
EMP00290,Hiran Dayal,Logistics,3.8,14.05,29,3,4.2,Day,82.62,13,112.0,2025-03-24
EMP00291,Fateh Dixit,Logistics,4.8,82.71,29,3,9.3,Day,78.72,20,107.71,2025-01-25
EMP00292,Onkar Sura,Logistics,1.8,33.11,29,8,9.2,Day,84.16,11,69.39,2025-04-27
EMP00293,Lagan Swaminathan,Customer Support,3.8,49.43,36,7,6.2,Day,86.5,14,96.55,2024-10-31
EMP00294,Bhavin Bandi,Logistics,3.3,33.76,40,5,2.8,Night,71.54,8,83.64,2025-03-07
EMP00295,Dhanush Sama,Logistics,3.4,60.26,27,10,9.5,Day,76.99,13,114.39,2025-01-31
EMP00296,Ira Kar,Logistics,1.4,119.36,23,4,7.9,Night,84.86,19,113.32,2024-11-28
EMP00297,Darshit Aggarwal,Logistics,2.8,93.79,24,4,8.6,Night,78.52,9,88.29,2025-01-21
EMP00298,Nitya Kunda,Sales,3.5,86.78,29,5,1.4,Day,74.23,18,114.04,2024-11-11
EMP00299,Charvi Krishna,Logistics,1.8,79.09,26,8,3.5,Night,79.74,16,95.08,2025-01-19
EMP00300,Pranay Sane,Sales,1.9,44.35,22,6,1.9,Day,88.66,14,59.62,2025-04-12
EMP00301,Saanvi Randhawa,Logistics,3.4,66.49,25,6,1.4,Day,75.42,15,80.04,2025-03-05
EMP00302,Elakshi Grewal,Customer Support,3.8,104.14,29,8,1.3,Night,80.74,13,83.26,2024-12-25
EMP00303,Stuvan Thakkar,Customer Support,1.8,87.73,33,4,8.7,Day,85.21,14,77.13,2024-12-20
EMP00304,Arhaan Sani,Customer Support,3.4,111.83,21,2,7.4,Day,94.08,20,91.78,2025-04-01
EMP00305,Priyansh Yohannan,Customer Support,2.7,104.42,26,6,8.5,Day,81.88,13,78.42,2025-03-09
EMP00306,Ivan Soman,Customer Support,1.7,97.35,22,7,8.5,Night,90.11,12,51.35,2025-02-01
EMP00307,Ishaan Baral,Logistics,1.4,26.85,27,3,1.7,Night,84.37,11,69.38,2025-02-07
EMP00308,Aarush Dara,Sales,4.1,63.9,34,8,5.3,Night,90.02,13,97.16,2025-02-25
EMP00309,Anika Sahota,Sales,2.2,85.01,33,3,3.6,Night,75.06,11,101.84,2024-11-15
EMP00310,Rati Baria,Logistics,1.5,49.5,33,3,9.6,Night,89.64,19,66.34,2025-04-29
EMP00311,Aniruddh Barman,Sales,3.6,33.04,31,5,9.4,Day,73.81,16,75.44,2025-04-19
EMP00312,Zoya Venkataraman,Sales,2.4,86.5,30,4,6.6,Night,75.27,21,99.51,2025-04-18
EMP00313,Yuvaan Basu,Sales,1.2,43.16,23,8,10.0,Day,86.94,18,74.74,2025-04-02
EMP00314,Manjari Sheth,Customer Support,4.8,42.07,27,1,5.3,Night,86.7,10,92.73,2025-03-11
EMP00315,Pranay Wason,Logistics,3.7,70.03,31,6,2.8,Day,91.92,13,95.3,2025-03-25
EMP00316,Vivaan Balasubramanian,Logistics,1.8,33.31,32,2,8.8,Night,94.64,8,78.12,2025-02-10
EMP00317,Zaina Lanka,Customer Support,1.2,93.79,30,5,8.8,Day,81.09,11,76.6,2024-11-11
EMP00318,Yakshit Sem,Logistics,3.0,72.22,17,2,7.0,Night,87.21,21,96.24,2025-04-14
EMP00319,Vidur Kata,Customer Support,5.0,84.08,28,6,1.3,Night,88.6,18,115.55,2025-04-13
EMP00320,Seher Chander,Customer Support,2.5,62.17,34,1,4.5,Night,92.29,12,111.5,2025-02-28
EMP00321,Aaryahi Virk,Sales,4.5,19.34,21,5,9.3,Day,95.94,14,74.76,2025-01-30
EMP00322,Dishani Jani,Sales,3.9,7.24,19,3,3.6,Day,94.57,25,70.69,2024-11-02
EMP00323,Indranil Chandra,Logistics,2.0,63.86,29,7,9.1,Day,90.98,18,74.39,2024-12-01
EMP00324,Dishani Soman,Sales,1.2,103.2,39,3,1.1,Day,95.12,16,104.77,2025-01-12
EMP00325,Amira Ben,Sales,4.5,16.65,30,6,4.8,Night,98.18,8,76.22,2024-12-15
EMP00326,Mahika Shan,Logistics,4.2,3.77,31,2,3.2,Night,91.97,14,103.49,2025-01-25
EMP00327,Shanaya Sandhu,Logistics,3.8,18.71,25,2,5.0,Day,99.05,15,50.94,2025-02-02
EMP00328,Kimaya Dalal,Logistics,4.9,115.65,32,4,1.8,Night,86.13,10,96.82,2025-04-10
EMP00329,Mehul Sodhi,Customer Support,4.8,91.87,28,4,3.5,Night,93.1,7,63.27,2025-04-19
EMP00330,Aniruddh Chaudry,Logistics,1.8,94.46,27,4,4.9,Day,78.03,5,85.02,2025-02-15
EMP00331,Divij Hora,Logistics,3.1,110.4,27,4,1.4,Night,98.53,14,96.91,2024-11-14
EMP00332,Zoya Hora,Customer Support,1.8,54.32,33,5,7.7,Night,96.32,22,58.63,2025-04-10
EMP00333,Faiyaz Dhillon,Customer Support,4.6,87.0,32,7,4.2,Night,80.17,19,67.67,2024-12-22
EMP00334,Gokul Ahluwalia,Sales,1.2,26.44,31,4,6.7,Day,71.97,20,82.65,2024-12-09
EMP00335,Himmat Comar,Customer Support,3.8,79.61,32,0,3.1,Night,95.98,16,77.86,2024-12-15
EMP00336,Dhruv Mall,Logistics,3.7,31.53,33,6,1.1,Night,76.89,13,112.29,2025-02-27
EMP00337,Khushi Seshadri,Customer Support,1.9,96.24,37,5,3.2,Day,83.52,10,104.5,2024-12-24
EMP00338,Divit Viswanathan,Logistics,4.7,103.54,34,8,9.8,Day,74.23,17,87.54,2025-03-09
EMP00339,Nehmat Ahluwalia,Sales,3.4,76.43,49,4,1.3,Night,75.13,21,91.71,2025-04-04
EMP00340,Advika Dara,Sales,4.6,83.27,31,4,8.7,Night,71.69,13,117.93,2025-01-30
EMP00341,Lakshit Hora,Customer Support,2.9,54.58,27,7,3.2,Day,98.26,15,103.59,2024-12-03
EMP00342,Hunar Doshi,Logistics,4.2,9.85,32,4,3.2,Night,96.12,17,65.59,2025-02-21
EMP00343,Samarth Dara,Customer Support,4.3,65.89,41,6,8.4,Day,97.92,10,65.24,2024-12-09
EMP00344,Siya Kala,Logistics,3.7,90.29,23,4,6.3,Day,72.8,12,85.67,2025-02-10
EMP00345,Yuvraj  Dora,Customer Support,2.7,18.91,31,12,2.0,Day,90.63,22,81.84,2024-11-17
EMP00346,Kaira Bajwa,Sales,4.6,106.57,32,6,1.1,Night,85.87,14,86.54,2024-10-29
EMP00347,Zoya Singhal,Logistics,4.3,50.55,38,5,1.1,Day,79.11,10,109.28,2024-12-06
EMP00348,Vihaan Barad,Customer Support,1.9,34.89,34,5,5.3,Day,79.46,20,88.73,2025-04-18
EMP00349,Pihu Mahajan,Customer Support,2.7,87.14,33,5,5.9,Day,87.13,23,64.67,2024-12-20
EMP00350,Lavanya Kunda,Logistics,1.6,1.74,28,5,9.1,Day,82.84,16,117.07,2025-02-20
EMP00351,Lakshay Basak,Logistics,1.1,96.57,29,8,5.6,Day,78.02,21,108.82,2025-03-04
EMP00352,Charvi Kumar,Logistics,1.3,12.67,21,4,6.3,Night,79.46,7,65.24,2024-10-29
EMP00353,Anaya Rattan,Customer Support,1.4,5.37,29,5,9.7,Day,87.76,11,116.69,2025-01-23
EMP00354,Zeeshan Dara,Logistics,2.4,119.59,30,5,2.1,Day,78.53,15,111.29,2025-01-01
EMP00355,Indrajit Babu,Customer Support,4.7,7.5,25,6,3.9,Day,87.42,14,60.87,2024-11-19
EMP00356,Tejas Sathe,Sales,3.3,75.78,36,4,1.2,Night,87.37,14,80.44,2024-12-07
EMP00357,Ela Dyal,Customer Support,4.5,110.27,38,5,5.4,Night,99.28,13,114.14,2025-03-16
EMP00358,Veer Saini,Sales,1.2,83.1,33,9,9.6,Day,72.93,8,55.12,2025-01-03
EMP00359,Riaan Shroff,Logistics,3.5,24.39,32,5,1.6,Day,86.55,15,105.2,2025-03-15
EMP00360,Seher Saran,Logistics,3.1,25.5,33,4,8.1,Night,89.25,17,112.0,2024-11-17
EMP00361,Vardaniya Taneja,Sales,1.6,65.13,23,9,4.1,Night,96.44,15,118.87,2025-01-03
EMP00362,Purab Sachdeva,Logistics,1.9,8.26,33,4,8.5,Day,74.87,16,109.08,2024-12-12
EMP00363,Ritvik Manda,Logistics,1.6,67.02,25,3,3.6,Night,93.54,24,57.7,2024-12-21
EMP00364,Hazel Babu,Sales,2.0,54.33,24,3,9.1,Night,73.62,18,63.87,2025-02-10
EMP00365,Rasha Sehgal,Sales,1.0,47.43,30,3,8.4,Night,84.86,10,104.98,2024-12-16
EMP00366,Mehul Gola,Logistics,2.3,56.76,22,6,1.5,Night,75.71,10,114.15,2025-03-23
EMP00367,Anya Bhargava,Customer Support,4.9,57.94,38,4,2.6,Day,89.1,17,116.62,2025-02-02
EMP00368,Kavya Gulati,Logistics,3.5,63.57,22,4,4.8,Night,76.91,16,59.97,2024-12-10
EMP00369,Tiya Deo,Logistics,3.2,88.76,31,3,3.7,Night,97.52,13,86.27,2024-11-11
EMP00370,Prerak Choudhury,Sales,3.2,77.61,29,6,2.7,Day,75.49,12,61.25,2024-12-20
EMP00371,Piya Devan,Customer Support,3.4,30.47,33,2,9.7,Night,80.14,10,51.26,2024-12-13
EMP00372,Aaina Anne,Sales,4.0,78.03,33,5,6.9,Night,85.0,13,61.5,2024-11-11
EMP00373,Kimaya Biswas,Sales,4.2,1.85,27,4,5.3,Night,89.54,13,89.62,2024-11-19
EMP00374,Onkar Issac,Sales,1.1,59.2,27,6,6.0,Day,87.07,23,52.15,2025-03-06
EMP00375,Dhanuk Tripathi,Sales,1.7,10.26,32,2,6.2,Day,79.24,20,87.39,2024-11-30
EMP00376,Ahana  Brahmbhatt,Logistics,1.7,96.8,21,3,1.7,Day,72.63,17,113.82,2025-03-06
EMP00377,Zara Sastry,Logistics,2.5,14.3,40,3,9.7,Night,95.52,16,73.01,2025-03-06
EMP00378,Shray Majumdar,Logistics,2.1,108.79,28,3,9.7,Night,92.07,11,84.18,2024-11-04
EMP00379,Onkar Dua,Customer Support,4.3,55.01,29,5,7.4,Day,88.78,24,101.91,2025-01-06
EMP00380,Nitya Agarwal,Customer Support,2.6,22.06,30,3,9.5,Night,73.65,16,90.88,2024-11-21
EMP00381,Mamooty Arya,Sales,4.4,66.89,22,3,6.7,Day,91.06,13,58.39,2025-02-17
EMP00382,Yasmin Mani,Sales,3.9,78.07,38,2,6.7,Day,78.44,17,65.14,2025-02-25
EMP00383,Hiran Sarma,Sales,2.8,79.78,33,4,4.7,Night,78.02,15,110.13,2024-12-16
EMP00384,Samiha Zachariah,Sales,4.8,99.16,38,6,7.7,Night,78.12,13,83.38,2025-02-14
EMP00385,Vanya Srivastava,Customer Support,4.2,71.83,34,4,8.4,Day,85.0,25,116.47,2025-01-18
EMP00386,Zain Bajaj,Customer Support,3.8,25.48,32,5,7.8,Night,96.21,19,58.01,2025-01-04
EMP00387,Alisha Andra,Customer Support,4.1,53.4,33,8,3.4,Day,82.19,17,55.81,2025-02-07
EMP00388,Jhanvi Sawhney,Customer Support,2.7,95.56,26,5,9.3,Day,72.8,15,96.88,2024-11-21
EMP00389,Tanya Bora,Customer Support,1.4,52.87,27,4,2.6,Day,94.82,9,88.87,2024-11-17
EMP00390,Indranil Swamy,Sales,2.6,12.36,24,3,1.1,Day,76.85,14,81.44,2025-04-03
EMP00391,Yuvaan Maharaj,Logistics,3.1,101.61,30,5,4.5,Night,97.18,13,57.47,2025-04-12
EMP00392,Rhea Varma,Customer Support,1.4,116.6,35,4,8.6,Day,90.55,15,118.77,2025-01-04
EMP00393,Drishya Luthra,Sales,2.5,102.55,36,6,9.6,Day,71.53,22,117.63,2025-03-25
EMP00394,Kanav Sen,Sales,4.7,1.72,25,5,1.7,Night,90.52,9,115.2,2025-01-19
EMP00395,Ishaan Mangal,Sales,1.5,119.65,32,5,2.8,Night,92.74,13,65.34,2025-04-25
EMP00396,Neysa Krishna,Logistics,3.5,54.96,23,9,3.2,Night,96.27,18,52.09,2024-10-31
EMP00397,Himmat Sood,Customer Support,4.4,41.54,21,2,4.1,Day,74.33,19,57.82,2024-12-19
EMP00398,Miraan Deshmukh,Logistics,3.9,19.52,29,3,6.9,Night,73.02,14,107.85,2024-12-13
EMP00399,Yuvraj  Dash,Sales,1.8,77.82,34,3,2.1,Day,95.13,11,57.06,2024-11-10
EMP00400,Dhanuk Rana,Sales,2.6,41.81,40,3,7.8,Day,77.38,12,83.03,2025-03-26
EMP00401,Tushar Dhar,Customer Support,3.2,106.92,34,5,4.4,Day,76.31,16,69.72,2024-11-30
EMP00402,Anvi Amble,Logistics,1.5,54.74,36,8,1.0,Night,94.89,16,50.27,2025-01-24
EMP00403,Jayant Kumer,Sales,2.0,35.57,22,5,5.8,Day,77.37,14,53.28,2024-11-05
EMP00404,Dhruv Dash,Sales,3.6,13.18,26,5,2.1,Day,78.48,20,105.69,2024-11-05
EMP00405,Rohan Ramakrishnan,Customer Support,4.3,69.99,33,4,7.2,Day,94.19,15,101.25,2024-12-08
EMP00406,Anaya Sur,Customer Support,4.8,81.38,31,5,9.5,Day,95.35,17,59.55,2025-02-11
EMP00407,Inaaya  Apte,Customer Support,1.8,3.39,35,0,7.0,Night,75.27,13,83.82,2024-11-02
EMP00408,Indrajit Badal,Sales,3.2,107.19,23,7,8.1,Day,79.79,15,92.44,2025-01-08
EMP00409,Shaan Mann,Customer Support,3.5,1.74,25,7,7.1,Day,97.11,17,50.28,2024-11-22
EMP00410,Akarsh Ratti,Logistics,3.9,60.91,37,6,8.7,Night,92.52,14,66.02,2025-04-14
EMP00411,Anahi Balasubramanian,Logistics,3.6,30.45,28,6,1.6,Day,97.93,18,73.94,2025-03-08
EMP00412,Jayant Kade,Customer Support,4.1,115.79,26,5,1.7,Night,82.77,14,50.54,2025-02-28
EMP00413,Arhaan Chopra,Customer Support,2.6,56.41,28,6,1.6,Day,91.27,13,105.67,2024-11-24
EMP00414,Mehul Kumer,Logistics,3.1,108.47,39,3,1.1,Night,74.07,8,67.51,2025-01-18
EMP00415,Purab Srinivas,Customer Support,1.7,112.99,29,8,2.1,Night,92.13,17,108.46,2025-04-06
EMP00416,Hansh Thaker,Logistics,1.1,47.52,33,4,4.0,Night,72.22,12,61.23,2025-04-28
EMP00417,Vritika Kapur,Customer Support,1.7,77.9,26,5,6.6,Night,99.9,11,91.5,2025-04-24
EMP00418,Krish Mand,Sales,3.8,62.31,31,2,2.9,Night,70.59,15,83.17,2024-12-24
EMP00419,Hunar Sawhney,Customer Support,2.1,37.56,26,7,7.9,Night,96.36,15,71.59,2025-03-06
EMP00420,Dishani Tailor,Customer Support,4.0,71.16,32,3,4.7,Night,90.28,19,98.43,2025-02-06
EMP00421,Indrajit Banik,Logistics,1.1,58.36,28,8,2.4,Day,87.4,11,77.78,2025-04-25
EMP00422,Adira Malhotra,Customer Support,2.3,54.43,26,0,3.9,Night,92.96,11,99.1,2025-04-21
EMP00423,Siya Iyengar,Sales,1.2,41.18,35,6,9.0,Day,78.47,18,77.15,2025-03-27
EMP00424,Rasha Gopal,Customer Support,4.0,1.7,33,3,5.3,Day,82.81,12,63.45,2024-12-11
EMP00425,Neysa Deshmukh,Logistics,2.6,108.34,29,4,2.4,Day,97.34,30,53.24,2025-02-08
EMP00426,Prisha Mall,Sales,1.7,31.97,26,9,5.9,Night,94.35,17,71.92,2024-12-14
EMP00427,Gatik Bhandari,Logistics,3.3,22.04,26,4,6.2,Night,85.07,20,86.21,2025-02-20
EMP00428,Lakshay Tank,Logistics,4.9,2.65,39,5,2.1,Night,77.44,12,94.52,2024-11-06
EMP00429,Saanvi Ramakrishnan,Sales,1.2,54.76,26,6,8.9,Day,91.9,21,60.51,2024-12-06
EMP00430,Kanav Singhal,Logistics,3.4,76.23,32,7,5.6,Night,70.3,22,94.4,2025-03-05
EMP00431,Anika Venkatesh,Logistics,3.8,31.46,22,6,7.0,Night,75.46,20,108.8,2025-04-16
EMP00432,Madhup Konda,Logistics,4.4,20.18,24,4,9.6,Night,78.99,10,56.24,2024-12-30
EMP00433,Charvi Lad,Customer Support,2.3,61.89,29,5,6.3,Night,81.11,16,99.71,2024-12-14
EMP00434,Nitya Sheth,Sales,3.6,119.88,30,6,7.9,Night,87.05,17,69.7,2025-01-24
EMP00435,Kaira Sood,Customer Support,1.3,93.25,23,5,2.2,Day,82.44,16,55.8,2024-12-26
EMP00436,Miraya Chowdhury,Customer Support,1.4,59.87,34,6,2.0,Day,80.38,13,60.33,2024-11-11
EMP00437,Krish Sen,Customer Support,3.9,36.13,36,4,2.0,Night,91.82,16,57.24,2025-02-08
EMP00438,Keya Kapoor,Customer Support,2.8,20.99,24,4,3.6,Day,94.21,14,51.07,2024-12-01
EMP00439,Rania Kamdar,Logistics,3.0,53.55,30,5,10.0,Day,86.68,11,89.21,2025-04-20
EMP00440,Saanvi Jhaveri,Sales,4.5,55.71,32,7,4.4,Day,77.53,13,80.46,2025-03-09
EMP00441,Miraan Aurora,Logistics,1.6,18.18,29,2,6.9,Night,73.74,9,73.43,2025-01-20
EMP00442,Shlok Kapoor,Customer Support,1.8,117.29,26,2,2.8,Night,81.86,12,94.98,2024-12-04
EMP00443,Kashvi Master,Sales,2.6,41.88,21,7,4.9,Night,71.51,18,92.16,2025-02-08
EMP00444,Vritika Sachar,Customer Support,2.5,58.87,31,4,2.6,Night,86.2,15,55.41,2024-12-12
EMP00445,Dharmajan Tripathi,Customer Support,3.2,21.09,23,4,2.5,Night,89.95,16,112.03,2025-01-31
EMP00446,Chirag Kara,Customer Support,2.7,45.68,29,4,5.2,Night,95.8,18,99.89,2024-12-28
EMP00447,Bhavin Balakrishnan,Logistics,2.2,16.49,29,1,5.3,Night,72.06,13,58.07,2024-12-30
EMP00448,Nirvi Khare,Customer Support,4.4,98.51,31,5,8.3,Day,85.54,14,51.5,2024-11-18
EMP00449,Neysa Rajan,Customer Support,1.6,44.78,27,7,3.9,Day,89.51,13,67.75,2025-03-26
EMP00450,Khushi Konda,Customer Support,1.0,2.49,32,2,9.8,Night,73.17,8,99.34,2025-03-01
EMP00451,Anya Sundaram,Customer Support,1.6,83.74,30,6,7.4,Day,88.45,13,105.9,2024-10-31
EMP00452,Ehsaan Hari,Customer Support,2.9,43.29,27,5,3.2,Day,70.98,17,74.31,2024-11-11
EMP00453,Divij Dash,Sales,3.3,47.97,28,4,2.4,Day,99.9,11,118.36,2024-11-03
EMP00454,Mannat Som,Customer Support,1.6,41.55,21,6,5.9,Night,75.61,12,70.6,2025-03-05
EMP00455,Badal Dewan,Sales,3.3,44.21,29,4,6.3,Day,88.62,18,83.35,2024-11-21
EMP00456,Taran Kumar,Sales,1.1,38.88,23,0,5.0,Night,91.45,9,53.49,2025-04-15
EMP00457,Elakshi Sant,Customer Support,3.5,93.35,27,3,4.0,Day,97.33,14,115.5,2025-04-09
EMP00458,Damini Sodhi,Customer Support,3.1,73.45,20,5,8.8,Night,70.9,11,115.23,2024-12-01
EMP00459,Yuvraj  Ramesh,Customer Support,2.7,26.33,17,4,6.3,Day,77.45,12,99.52,2024-12-24
EMP00460,Kimaya Shroff,Logistics,4.7,89.56,28,2,7.8,Night,87.9,21,115.92,2024-11-23
EMP00461,Alia Chatterjee,Customer Support,2.7,33.81,29,4,3.3,Night,94.93,16,109.37,2025-04-08
EMP00462,Biju Sama,Sales,2.5,24.63,36,5,7.7,Day,70.55,14,84.06,2024-11-30
EMP00463,Kavya Bassi,Customer Support,1.9,54.7,34,1,2.3,Day,96.8,10,101.01,2025-04-21
EMP00464,Rasha Sagar,Sales,2.3,89.83,37,8,4.5,Night,77.78,13,63.98,2025-02-26
EMP00465,Samiha Chaudhary,Sales,1.9,62.51,28,5,8.5,Day,98.54,17,58.08,2025-04-17
EMP00466,Kashvi Magar,Sales,1.7,51.65,36,6,8.7,Day,96.33,21,99.42,2025-04-20
EMP00467,Ritvik Baria,Customer Support,2.7,66.3,38,2,2.8,Night,94.59,13,87.49,2025-01-28
EMP00468,Vihaan Agate,Logistics,1.2,109.6,33,8,7.8,Night,88.06,14,59.31,2024-11-30
EMP00469,Inaaya  Chad,Customer Support,3.5,90.15,29,6,1.9,Day,73.83,13,116.93,2025-02-28
EMP00470,Divij Swaminathan,Customer Support,2.9,65.7,25,7,7.5,Day,79.09,17,71.45,2025-03-18
EMP00471,Jayan Chander,Logistics,1.8,63.52,25,3,6.3,Night,72.62,21,108.54,2025-01-07
EMP00472,Baiju Jaggi,Customer Support,1.0,11.44,33,3,7.6,Day,76.59,16,75.69,2025-04-28
EMP00473,Arnav Kapadia,Logistics,3.3,5.39,37,5,3.9,Night,95.75,13,117.98,2025-01-05
EMP00474,Krish Babu,Sales,1.3,107.61,40,4,1.6,Day,93.09,16,61.24,2025-01-18
EMP00475,Yuvaan Das,Logistics,4.9,108.82,25,9,8.3,Day,74.69,11,100.41,2025-01-04
EMP00476,Aaina Sabharwal,Sales,2.9,72.68,31,8,8.2,Night,91.82,14,118.9,2025-04-03
EMP00477,Nishith Batta,Customer Support,3.2,116.49,23,10,2.9,Night,92.21,12,50.47,2024-11-14
EMP00478,Miraan Bhakta,Logistics,4.6,72.53,29,6,9.9,Night,99.44,15,119.12,2024-12-07
EMP00479,Anya Thakur,Logistics,4.8,99.61,33,3,7.1,Day,94.03,16,114.8,2025-04-01
EMP00480,Raunak Atwal,Customer Support,4.7,12.93,24,6,2.8,Night,73.12,15,108.54,2024-12-16
EMP00481,Nirvaan Barman,Sales,2.8,109.28,31,2,8.1,Night,81.51,11,78.49,2024-11-11
EMP00482,Eva Sethi,Sales,1.9,57.25,34,3,1.2,Night,73.68,19,115.87,2024-12-11
EMP00483,Nayantara Buch,Customer Support,4.6,111.79,24,3,8.9,Night,96.97,19,88.51,2025-01-30
EMP00484,Manjari Savant,Customer Support,2.0,75.51,33,7,5.1,Day,84.57,12,61.47,2024-12-02
EMP00485,Uthkarsh Taneja,Sales,2.3,54.24,28,4,2.9,Night,71.27,22,58.87,2025-03-30
EMP00486,Reyansh Walia,Customer Support,1.5,9.42,40,8,8.8,Day,83.69,16,68.77,2025-01-26
EMP00487,Stuvan Sule,Logistics,4.4,57.15,38,3,7.6,Night,84.35,16,115.35,2024-12-21
EMP00488,Jhanvi Raj,Sales,4.6,6.84,24,4,5.4,Night,89.69,11,53.75,2025-01-19
EMP00489,Shayak Sharaf,Logistics,4.3,94.83,29,2,8.7,Night,93.04,16,95.16,2024-11-09
EMP00490,Keya Bassi,Customer Support,2.2,11.92,31,6,6.9,Night,86.65,15,55.95,2025-01-18
EMP00491,Eshani Viswanathan,Sales,4.2,34.51,32,6,5.4,Day,95.36,14,91.8,2025-03-10
EMP00492,Kabir Seth,Customer Support,1.5,53.1,29,3,2.2,Night,85.94,22,92.08,2024-12-20
